Code_Site;Code_poisson
T_S249;822
T_S249;822
T_S249;1370
T_S249;2334
T_S249;2412
T_S249;2412
T_S249;2412
T_S249;2412
T_S249;2412
T_S249;2412
T_S249;2412
T_S249;2412
T_S249;2556
T_S249;2556
T_S249;2556
T_S249;2556
T_S249;2556
T_S249;2556
T_S249;2556
T_S249;2556
T_S249;2992
T_S249;3372
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3656
T_S249;3670
T_S249;3670
T_S249;3670
T_S249;3688
T_S249;3688
T_S249;3698
T_S249;3698
T_S249;3698
T_S249;3698
T_S249;3698
T_S249;3776
T_S249;3776
T_S249;3776
T_S249;3776
T_S249;3782
T_S249;3784
T_S249;3784
T_S249;3784
T_S249;3786
T_S249;3786
T_S249;3794
T_S249;3794
T_S249;3804
T_S249;3804
T_S249;3804
T_S249;3804
T_S249;3804
T_S249;3814
T_S249;3814
T_S249;3814
T_S249;3814
T_S249;3814
T_S249;3814
T_S249;3819
T_S249;3819
T_S249;3852
T_S249;3854
T_S249;3918
T_S249;3954
T_S249;3954
T_S249;3954
T_S249;3954
T_S249;3954
T_S249;4066
T_S249;4066
T_S249;4066
T_S249;4066
T_S249;4066
T_S249;4099
T_S249;4115
T_S249;4124
T_S249;4124
T_S249;4147
T_S249;4147
T_S249;4147
T_S249;4147
T_S249;4147
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4148
T_S249;4150
T_S249;4150
T_S249;4150
T_S249;4150
T_S249;4150
T_S249;4155
T_S249;4155
T_S249;4155
T_S249;4155
T_S249;4155
T_S249;4172
T_S249;4172
T_S249;4172
T_S249;4172
T_S249;4172
T_S249;4172
T_S249;4172
T_S249;4176
T_S249;4176
T_S249;4176
T_S249;4176
T_S249;4206
T_S249;4206
T_S249;4207
T_S249;4374
T_S249;4374
T_S249;4374
T_S249;4411
T_S249;4411
T_S249;4411
T_S249;4442
T_S249;4452
T_S249;4452
T_S249;4452
T_S249;4452
T_S249;4518
T_S249;4518
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4556
T_S249;4578
T_S249;4578
T_S249;4578
T_S249;4660
T_S249;4664
T_S249;4664
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4684
T_S249;4725
T_S249;4725
T_S249;4725
T_S249;4725
T_S249;4725
T_S249;4742
T_S249;4742
T_S249;4742
T_S249;4742
T_S249;4742
T_S249;4756
T_S249;4756
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4760
T_S249;4764
T_S249;4764
T_S249;4766
T_S249;4766
T_S249;4766
T_S249;4770
T_S249;4770
T_S249;4968
T_S249;5018
T_S249;5018
T_S249;5018
T_S249;5200
T_S249;5200
T_S249;5208
T_S249;5208
T_S249;5208
T_S249;5208
T_S249;5291
T_S249;5291
T_S249;5623
T_S249;5623
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5628
T_S249;5640
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5652
T_S249;5672
T_S249;5696
T_S249;5696
T_S249;5696
T_S249;5696
T_S249;5696
T_S249;5706
T_S249;5706
T_S249;5708
T_S249;5708
T_S249;5708
T_S249;5708
T_S249;5708
T_S249;5708
T_S249;6508
T_S250;2556
T_S250;2556
T_S250;2556
T_S250;2556
T_S250;2556
