Code_Site,Code_poisson
T_S4,1
T_S8,1
T_S12,1
T_S15,1
T_S15,1
T_S15,1
T_S15,1
T_S15,1
T_S15,1
T_S15,1
T_S15,1
T_S17,1
T_S19,1
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S8,2
T_S15,2
T_S15,2
T_S15,2
T_S15,2
T_S15,2
T_S15,2
T_S15,2
T_S15,2
T_S17,2
T_S17,2
T_S17,2
T_S18,2
T_S18,2
T_S12,3
T_S13,3
T_S19,3
T_S2,4
T_S2,4
T_S2,4
T_S7,4
T_S14,4
T_S14,4
T_S15,4
T_S15,4
T_S18,4
T_S18,4
T_S8,5
T_S2,6
T_S7,6
T_S7,6
T_S8,6
T_S15,6
T_S15,6
T_S15,6
T_S17,6
T_S18,6
T_S18,6
T_S18,6
T_S18,6
T_S18,6
T_S1,7
T_S9,7
T_S12,7
T_S13,7
T_S19,7
T_S4,8
T_S9,8
T_S12,8
T_S13,8
T_S3,9
T_S1,10
T_S9,10
T_S6,11
T_S6,11
T_S6,11
T_S6,11
T_S6,11
T_S10,11
T_S10,11
T_S7,12
T_S8,12
T_S8,12
T_S8,12
T_S8,12
T_S8,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S15,12
T_S17,12
T_S17,12
T_S17,12
T_S17,12
T_S17,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S18,12
T_S4,13
T_S19,13
T_S7,14
T_S7,14
T_S7,14
T_S7,14
T_S17,14
T_S17,14
T_S18,14
T_S16,15
T_S2,16
T_S2,16
T_S6,16
T_S6,16
T_S6,16
T_S11,16
T_S11,16
T_S14,16
T_S14,16
T_S16,16
T_S16,16
T_S3,17
T_S3,17
T_S11,17
T_S7,18
T_S8,18
T_S15,18
T_S15,18
T_S17,18
T_S18,18
T_S1,19
T_S9,19
T_S12,19
T_S3,20
T_S3,20
T_S7,20
T_S15,20
T_S17,20
T_S17,20
T_S17,20
T_S17,20
